Account_Number,Account_Type,Final_Decision,Current_Delinquency_status,Application_Date,Application_Score,Cheque_Card_Flag,Existing_Customer_Flag,Gross_Annual_Income,Home_Telephone_Number,Insurance_Required,Loan_Amount,Loan_Payment_Frequency,Loan_Payment_Method,Marital_Status,Number_of_Dependants,Number_of_Payments,Occupation_Code,Promotion_Type,Residential_Status,Time_at_Address,Time_in_Employment,Time_with_Bank,Weight_Factor,GB_Flag,Age_of_Applicant,Application_Month,Bureau_Score,SP_ER_Reference,SP_Number_Of_Searches_L6M,SP_Number_of_CCJs,Loan_to_income,split
10068345948,VL,Accept,4,20060902,880,N,N,19200,Y,N,1100,M,B,S,0,999,M,RR,T,8,1700,203,2.5,Bad,33,200609,870,4,0,0,5.73,Development
10696986747,FL,Accept,1,20060404,920,Y,N,10000,Y,,0,W,S,M,2,999,M,OT,H,105,6,502,2,Good,34,200604,904,1,6,0,-9999998,Development
10275217699,FL,Decline,,20060625,665,N,N,8000,Y,N,750,W,S,S,0,0,M,RR,T,8,100,10,2,Rejects,28,200606,796,3,0,0,9.38,Development
10164736003,VL,Decline,,20060521,675,N,N,14500,Y,N,4500,W,Q,S,0,999,B,AD,O,2100,2,112,2,Rejects,21,200605,740,3,0,0,31.03,Development
10408820844,FL,Accept,,20061023,900,N,N,6000,Y,N,500,W,B,S,0,12,M,RR,O,2200,6,1,2,NTU,24,200610,835,4,0,0,8.33,Development
10019912850,FL,Decline,,20060214,790,N,N,4500,Y,Y,1000,M,B,M,3,0,B,RR,T,100,100,4,2,Rejects,26,200602,801,3,0,0,22.22,Development
10113971684,FL,Accept,0,20061222,1005,Y,N,18338,Y,N,2500,M,B,M,0,24,P,RR,H,104,110,810,2,Good,27,200612,1002,2,0,0,13.63,Development
10176325553,VL,Accept,0,20060218,1010,Y,N,23289,Y,N,1500,M,B,M,3,999,P,RR,H,808,1702,1208,2,Good,39,200602,1013,1,1,0,6.44,Development
10427028478,VL,Accept,1,20060821,920,N,N,16800,Y,N,1350,X,X,M,0,999,M,RR,H,1200,800,712,2,Good,44,200608,945,1,0,0,8.04,Development
10300254782,VL,Accept,2,20060313,850,Y,N,11000,Y,Y,3000,M,B,S,0,999,M,RR,T,403,10,101,2,Indeterminate,27,200603,828,2,2,0,27.27,Development
10286513920,FL,Accept,5,20060520,905,N,N,12500,Y,Y,18600,W,B,S,0,30,M,RR,H,204,306,1003,2.5,Bad,27,200605,917,1,0,0,148.8,Development
10216642608,FL,Accept,1,20061104,905,N,N,4500,Y,Y,652,F,Q,S,0,12,B,RR,T,3000,1006,1205,2,Good,52,200611,810,1,0,0,14.49,Development
10542342460,FL,Accept,0,20060825,1010,Y,N,21360,Y,Y,3411,F,B,M,2,36,P,RR,H,100,2100,1305,2,Good,42,200608,992,1,4,0,15.97,Development
10134168385,VL,Accept,0,20060902,980,Y,N,20000,Y,N,6250,M,B,M,3,999,B,RR,H,202,1000,1109,2,Good,35,200609,1010,1,0,0,31.25,Development
10154983663,VL,Accept,1,20060909,910,N,N,12000,Y,N,1000,W,B,M,2,999,M,RR,H,700,1,503,2,Good,32,200609,951,4,1,0,8.33,Development
10418906909,FL,Accept,0,20061220,980,Y,N,16500,Y,N,1630,M,B,M,3,999,B,RR,H,203,1000,1105,2,Good,37,200612,1025,1,1,0,9.88,Development
10681262384,FL,Accept,1,20060605,910,Y,N,23500,Y,Y,185700,M,B,M,2,60,B,RR,T,206,906,1002,2,Good,36,200606,857,1,1,0,790.21,Development
10806549432,FL,Accept,4,20061117,860,N,N,12000,Y,Y,3425,W,S,S,0,999,M,RR,H,2400,4,311,2.5,Bad,24,200611,874,1,1,0,28.54,Development
10145921503,VL,Accept,0,20061012,1010,Y,N,23000,Y,N,3500,M,B,M,3,999,P,RR,H,1007,1400,1009,2,Good,36,200610,1014,1,4,0,15.22,Development
10988723286,FL,Accept,0,20070129,985,Y,N,23000,Y,N,10000,M,B,S,0,999,B,RR,H,1500,2006,402,2,Good,38,200701,1009,1,3,0,43.48,Development
10095706913,VL,Accept,,20070112,910,Y,N,6000,Y,N,2500,M,B,S,0,999,B,RR,O,1400,1,211,2,NTU,23,200701,923,2,3,0,41.67,Development
10650921717,VL,Accept,1,20060604,960,Y,N,15000,Y,N,3000,W,Q,M,0,999,M,RR,H,2000,2000,1204,2,Good,58,200606,946,1,3,0,20,Development
10841643499,VL,Accept,,20060202,960,Y,N,22000,Y,Y,8000,W,B,M,0,999,M,OT,H,1004,2000,1109,2,NTU,54,200602,946,1,3,0,36.36,Development
10944067549,FL,Accept,0,20060514,1010,Y,Y,40000,Y,N,6000,M,B,M,0,999,P,RR,H,306,2708,2708,2,Good,53,200605,1012,1,3,0,15,Development
10284177838,VL,Accept,0,20060811,975,Y,N,13500,Y,Y,1000,M,B,M,0,999,M,RR,H,411,506,810,2,Good,30,200608,961,1,0,0,7.41,Development
10767849603,VL,Accept,2,20060808,915,Y,Y,11900,Y,N,2500,M,B,S,0,999,B,RR,L,3,406,112,2,Indeterminate,26,200608,846,2,0,0,21.01,Development
10282531431,FL,Accept,1,20070105,810,N,N,14000,N,Y,4850,M,B,Z,3,36,B,RR,T,500,1100,303,2,Good,29,200701,811,1,3,0,34.64,Development
10939714758,FL,Accept,1,20061107,680,N,N,12000,Y,Y,3316,W,B,S,4,24,M,RR,T,200,6,5,2,Good,33,200611,787,1,2,0,27.63,Development
10959535404,FL,Decline,,20060804,915,N,N,0,Y,N,500,,,W,0,12,P,AD,T,1200,0,1,2,Rejects,73,200608,824,1,1,0,-9999997,Development
10799415023,FL,Accept,,20061006,800,N,N,5000,Y,Y,500,M,B,S,1,0,M,AD,O,200,11,206,2,NTU,24,200610,809,1,1,0,10,Development
10439710585,FL,Accept,0,20070122,980,N,N,8000,Y,Y,1301,W,B,S,1,12,M,RR,O,1210,600,603,2,Good,22,200701,911,1,14,0,16.26,Development
10067423565,FL,Accept,1,20060516,955,Y,N,19000,Y,N,10000,M,B,M,0,999,M,RR,H,4,700,807,2,Good,38,200605,941,2,5,0,52.63,Development
10907276339,VL,Accept,,20060720,800,N,N,9705,Y,Y,1600,W,B,S,0,999,M,RR,O,401,5,6,2,NTU,22,200607,810,1,3,0,16.49,Development
10803286836,VL,Accept,4,20060710,775,N,N,7000,Y,Y,3000,M,B,S,0,999,O,RR,O,2006,9,307,2.5,Bad,20,200607,810,1,4,0,42.86,Development
10884335436,FL,Accept,1,20070116,905,N,N,20000,Y,N,5000,W,X,M,0,36,M,OT,H,500,200,11,2,Good,42,200701,889,2,1,0,25,Development
10626584291,FL,Accept,0,20060811,985,Y,N,25000,Y,Y,2396,M,B,M,0,48,B,AD,H,1600,2200,1209,2,Good,55,200608,1017,1,1,0,9.58,Development
10587362252,VL,Decline,,20060516,865,Y,N,17500,Y,Y,4000,W,B,Z,0,999,M,RR,H,100,200,7,2,Rejects,27,200605,816,3,0,0,22.86,Development
10879155595,FL,Accept,0,20061005,985,Y,N,18000,Y,N,6500,M,Q,M,2,999,B,RR,H,800,1800,1301,2,Good,50,200610,1026,1,0,0,36.11,Development
10769440787,VL,Accept,1,20060508,940,Y,Y,12000,Y,N,3500,W,B,M,1,999,M,RR,H,100,200,705,2,Good,30,200605,904,2,3,0,29.17,Development
10622248906,VL,Accept,,20060313,940,Y,N,14000,Y,Y,4000,W,B,M,0,999,M,RR,H,300,200,1110,2,NTU,31,200603,934,4,1,0,28.57,Development
10399014108,FL,Accept,0,20061220,965,Y,Y,18636,Y,N,4000,M,Q,M,2,999,B,RR,H,504,300,1206,2,Good,42,200612,980,1,0,0,21.46,Development
10306651957,VL,Accept,1,20060217,925,Y,N,24000,Y,N,6250,M,B,S,1,999,B,OT,H,400,600,507,2,Good,30,200602,848,1,2,0,26.04,Development
10571975559,FL,Accept,1,20061219,930,N,Y,20000,Y,N,4000,M,B,M,1,36,B,RR,H,2200,300,1208,2,Good,50,200612,1011,1,3,0,20,Development
10319163139,FL,Decline,,20060217,790,N,N,8000,Y,N,500,W,Q,S,0,0,B,RR,T,6,6,2,2,Rejects,19,200602,808,3,0,0,6.25,Development
10197566842,FL,Accept,0,20061107,1005,Y,N,2500,Y,N,500,M,B,M,2,12,M,OT,T,1100,405,202,2,Good,41,200611,901,1,0,0,20,Development
10272956946,VL,Accept,1,20061019,945,Y,N,14000,Y,N,2000,M,B,M,3,999,B,RR,H,700,5,603,2,Good,36,200610,1010,1,0,0,14.29,Development
10102511504,FL,Accept,,20070129,915,Y,N,20000,Y,Y,3500,W,B,M,3,999,M,OT,H,302,106,7,2,NTU,37,200701,871,1,7,0,17.5,Development
10933527127,VL,Accept,1,20060327,890,N,N,0,Y,N,1000,,,M,0,999,P,OT,T,2800,0,306,2,Good,61,200603,944,1,0,0,-9999997,Development
10443181420,FL,Accept,1,20060516,910,N,N,4992,Y,Y,18200,W,S,S,0,24,M,RR,O,400,102,804,2,Good,20,200605,904,1,0,0,364.58,Development
10999920986,VL,Accept,,20060612,930,Y,N,10750,Y,Y,350,M,B,M,3,999,B,RR,H,300,700,804,2,NTU,42,200606,880,1,1,0,3.26,Development
10607970719,FL,Accept,1,20060809,820,N,N,0,N,N,500,,,M,1,12,O,RR,T,1600,0,11,2,Good,53,200608,813,1,1,0,-9999997,Development
10105033110,VL,Accept,0,20061219,965,Y,N,13000,Y,N,6857,W,Q,M,1,999,M,RR,H,600,300,906,2,Good,27,200612,979,1,5,0,52.75,Development
10465649965,FL,Accept,1,20060517,925,Y,N,20000,Y,N,2600,M,B,S,1,24,M,RR,T,1306,703,1201,2,Good,39,200605,852,2,1,0,13,Development
10565033064,VL,Accept,1,20061016,915,N,N,14000,Y,Y,1800,F,B,S,0,999,M,RR,O,5,2000,1211,2,Good,46,200610,915,2,3,0,12.86,Development
10383386472,FL,Decline,,20060828,820,N,N,6800,Y,Y,2308,W,B,S,0,36,M,RR,O,1402,202,507,2,Rejects,20,200608,818,1,1,0,33.94,Development
10539664074,FL,Accept,0,20061013,980,Y,N,9000,Y,N,3000,M,B,M,2,36,B,RR,H,1500,1000,409,2,Good,32,200610,1010,1,1,0,33.33,Development
10440762938,FL,Accept,0,20060830,985,Y,N,18260,Y,N,4000,M,B,S,0,36,B,AD,H,2800,2000,1106,2,Good,39,200608,1010,1,1,0,21.91,Development
10786460825,FL,Accept,2,20060816,970,N,N,12000,Y,Y,706,M,B,S,0,12,B,RR,T,303,408,405,2,Indeterminate,32,200608,916,1,1,0,5.88,Development
10082169924,FL,Accept,,20060922,885,N,N,10000,Y,Y,2228,W,Q,S,0,24,M,RR,T,103,411,304,2,NTU,27,200609,870,4,0,0,22.28,Development
10696646653,FL,Accept,0,20060211,1000,Y,N,25000,Y,,0,M,B,S,0,999,P,RR,H,600,500,1601,2,Good,32,200602,1013,1,3,0,-9999998,Development
10518209991,FL,Accept,1,20070130,960,Y,N,11000,Y,N,4000,M,B,D,2,999,B,RR,H,3000,1600,112,2,Good,34,200701,941,1,2,0,36.36,Development
10280568440,FL,Accept,2,20060810,945,N,Y,23000,Y,N,1900,M,B,M,3,999,P,RR,H,201,1000,201,2,Indeterminate,37,200608,912,4,0,0,8.26,Development
10570459939,FL,Accept,1,20060807,940,Y,N,15750,Y,Y,5000,W,Q,M,2,999,M,RR,H,201,300,507,2,Good,35,200608,942,1,1,0,31.75,Development
10944699720,FL,Accept,1,20060525,930,Y,N,17500,Y,Y,65300,W,B,M,1,36,M,RR,H,203,703,107,2,Good,28,200605,846,1,0,0,373.14,Development
10717973414,FL,Accept,1,20060816,945,N,N,7200,Y,Y,868,W,B,S,0,12,M,RR,O,600,204,203,2,Good,22,200608,855,1,2,0,12.06,Development
10971220466,FL,Accept,4,20061228,885,N,N,11800,Y,Y,5200,M,Q,S,1,999,B,RR,H,8,2,404,2.5,Bad,28,200612,903,2,5,0,44.07,Development
10458499199,VL,Accept,,20060410,940,Y,N,10000,Y,Y,5000,X,X,S,0,999,M,RR,O,2300,500,809,2,NTU,28,200604,941,1,2,0,50,Development
10219757395,FL,Accept,1,20060825,945,Y,N,26000,Y,Y,5200,W,B,M,2,999,M,RR,H,500,100,1010,2,Good,32,200608,960,1,3,0,20,Development
10316373177,FL,Accept,1,20060328,690,N,N,5000,Y,N,1000,X,X,S,0,18,M,RR,O,105,0,0,2,Good,22,200603,764,1,5,0,20,Development
10750998289,VL,Accept,1,20060703,940,Y,N,10700,Y,N,6000,W,B,M,0,999,M,AD,H,4,103,212,2,Good,25,200607,926,2,2,0,56.07,Development
10231899709,FL,Accept,1,20060321,925,Y,N,11000,Y,,0,W,B,M,2,999,M,RR,H,100,402,909,2,Good,33,200603,854,2,11,0,-9999998,Development
10168925596,VL,Accept,0,20060811,985,Y,N,10000,Y,N,2000,F,Q,M,2,999,M,RR,H,4500,1002,1204,2,Good,52,200608,975,1,3,0,20,Development
10479268097,FL,Accept,1,20061219,880,Y,N,20700,Y,N,15000,M,B,M,1,999,P,RR,H,2400,800,101,2,Good,51,200612,950,1,5,2,72.46,Development
10440128683,FL,Accept,0,20060808,980,Y,N,15000,Y,Y,3000,M,B,M,0,999,B,RR,H,500,1000,1301,2,Good,35,200608,988,1,7,0,20,Development
10492336700,FL,Accept,0,20070119,980,Y,N,7020,Y,Y,543,M,B,M,1,12,B,RR,O,300,300,111,2,Good,35,200701,863,3,0,0,7.74,Development
10978496944,VL,Accept,0,20060413,990,Y,N,15000,Y,Y,3500,M,B,S,0,999,P,RR,O,2600,500,503,2,Good,26,200604,983,1,2,0,23.33,Development
10114546858,FL,Accept,1,20060825,960,Y,N,23500,Y,Y,3411,M,Q,M,4,36,B,RR,H,600,2900,1902,2,Good,45,200608,945,1,0,0,14.51,Development
10489459708,FL,Accept,0,20070115,985,Y,N,29100,Y,N,6500,M,B,M,2,999,B,RR,H,300,1300,712,2,Good,30,200701,1013,1,5,0,22.34,Development
10185906591,VL,Accept,2,20060528,950,N,N,14000,Y,N,2500,W,B,M,0,999,M,RR,H,1200,1800,1203,2,Indeterminate,56,200605,1007,1,1,0,17.86,Development
10281624355,FL,Accept,1,20061116,955,Y,N,14000,Y,N,6000,W,B,M,0,999,B,RR,H,1,800,202,2,Good,25,200611,950,2,3,0,42.86,Development
10654005573,FL,Accept,1,20061004,910,N,N,0,Y,N,2000,,,M,0,36,P,RR,H,1304,0,505,2,Good,64,200610,913,1,0,0,-9999997,Development
10792833844,FL,Accept,0,20061124,1010,Y,N,24000,Y,N,6100,M,B,M,3,999,P,RR,H,600,2300,408,2,Good,46,200611,1029,1,1,0,25.42,Development
10709202994,FL,Accept,1,20070112,930,N,N,12500,Y,N,2560,W,B,M,3,999,M,RR,H,1000,104,912,2,Good,34,200701,978,1,5,0,20.48,Development
10260043183,FL,Accept,0,20061013,975,Y,N,18300,Y,Y,4250,W,B,S,0,999,B,RR,H,106,500,604,2,Good,27,200610,957,1,2,0,23.22,Development
10011257917,VL,Accept,4,20061131,830,N,N,14040,Y,Y,4750,W,B,S,0,999,M,RR,O,1000,600,605,2.5,Bad,28,200611,818,1,1,0,33.83,Development
10411400209,FL,Accept,1,20070111,945,Y,N,19500,Y,N,4500,M,B,S,0,999,B,RR,H,1000,2,1305,2,Good,31,200701,998,1,1,0,23.08,Development
10089753144,FL,Accept,1,20060802,905,N,N,15000,Y,N,10000,W,S,M,2,999,M,OT,H,700,300,1210,2,Good,46,200608,923,1,3,0,66.67,Development
10826626414,FL,Accept,0,20060605,1005,N,N,18500,Y,N,500,W,B,M,0,12,M,RR,H,9,104,702,2,Good,26,200606,963,2,2,0,2.7,Development
10006675485,VL,Accept,1,20060513,895,N,N,6000,Y,Y,1800,M,B,S,0,999,M,RR,O,1803,208,602,2,Good,19,200605,941,1,1,0,30,Development
10596977936,VL,Accept,2,20060406,935,Y,N,11800,Y,N,5000,F,B,S,0,999,B,RR,O,2006,3,1106,2,Indeterminate,28,200604,959,1,0,0,42.37,Development
10926977394,VL,Accept,0,20060711,985,Y,N,18000,Y,Y,7000,X,X,M,6,999,M,RR,H,1600,3000,1209,2,Good,48,200607,983,1,1,0,38.89,Development
10960964113,FL,Decline,,20061009,710,N,N,5200,Y,Y,2228,M,Q,S,0,24,M,RR,O,1205,104,10,2,Rejects,22,200610,799,3,0,0,42.85,Development
10194978478,VL,Accept,0,20060527,985,Y,N,15678,Y,N,8000,M,B,S,0,999,B,RR,H,4510,2903,1204,2,Good,45,200605,973,4,0,0,51.03,Development
10026579243,FL,Accept,0,20060912,975,Y,N,12300,Y,Y,3500,M,B,D,0,999,B,RR,H,202,410,1301,2,Good,34,200609,973,1,4,0,28.46,Development
10951643470,FL,Accept,1,20070105,895,N,N,7800,N,Y,2299,W,B,D,0,30,M,RR,O,2900,1200,403,2,Good,29,200701,911,1,0,0,29.47,Development
10528160787,FL,Accept,1,20060402,915,Y,N,15340,Y,Y,43500,W,B,M,5,36,B,RR,H,206,206,202,2,Good,37,200604,876,1,1,0,283.57,Development
10889518459,VL,Accept,,20060211,875,N,N,2400,Y,N,3000,F,Q,S,0,999,M,OT,O,1806,1,605,2,NTU,18,200602,928,1,0,0,125,Development
10802968124,FL,Accept,1,20060405,820,N,N,12000,Y,Y,52300,W,B,S,0,25,M,OT,O,1706,109,8,2,Good,20,200604,803,1,2,0,435.83,Development
10554861619,FL,Accept,0,20060724,975,Y,N,16200,Y,Y,5774,M,Q,M,0,60,B,RR,H,1006,506,1008,2,Good,49,200607,960,1,2,0,35.64,Development
10067903851,FL,Accept,1,20060327,895,N,N,12500,Y,,0,W,B,M,0,999,B,RR,H,1500,802,902,2,Good,42,200603,855,1,5,0,-9999998,Development
10795076128,FL,Decline,,20061121,675,N,N,5200,Y,Y,2200,M,Q,S,0,0,M,RR,O,1,1,112,2,Rejects,19,200611,686,3,0,0,42.31,Development
10800734568,FL,Accept,,20061129,980,Y,N,16122,Y,N,5500,M,B,S,0,999,B,RR,H,1700,706,608,2,NTU,27,200611,1012,1,2,0,34.11,Development
10268845304,FL,Accept,1,20060821,935,Y,Y,10000,Y,N,1000,M,B,M,1,24,M,RR,H,700,100,208,2,Good,32,200608,930,1,3,0,10,Development
10963096104,FL,Accept,,20061129,795,N,N,0,N,N,3500,,,D,2,0,O,AD,T,206,0,704,2,NTU,35,200611,858,1,0,0,-9999997,Development
10626821201,FL,Decline,,20060313,965,N,N,0,Y,N,500,,,D,3,12,P,AD,T,206,0,308,2,Rejects,41,200603,915,1,0,0,-9999997,Development
10879998947,VL,Accept,,20060222,950,Y,N,17872,Y,Y,5000,W,Q,M,1,999,M,RR,H,802,600,911,2,NTU,32,200602,917,1,1,0,27.98,Development
10138744012,FL,Accept,1,20060801,890,N,N,0,Y,N,5000,,,M,0,36,P,RR,T,2700,0,1203,2,Good,62,200608,925,1,2,0,-9999997,Development
10609289330,FL,Accept,0,20060815,985,Y,N,20000,Y,N,2300,W,B,S,0,999,M,RR,H,1500,1100,1011,2,Good,34,200608,994,1,0,0,11.5,Development
10681172636,FL,Accept,1,20060201,950,Y,N,9000,Y,,0,W,B,M,0,999,M,RR,H,3400,600,606,2,Good,58,200602,946,1,1,0,-9999998,Development
10154303773,VL,Accept,0,20060901,965,Y,N,18000,Y,N,1500,M,B,Z,1,999,B,RR,H,500,200,907,2,Good,33,200609,986,1,1,0,8.33,Development
10220244364,FL,Accept,0,20060720,990,Y,N,23000,Y,N,3000,M,B,Z,3,36,P,RR,L,8,500,2002,2,Good,41,200607,1014,2,0,0,13.04,Development
10496556215,FL,Accept,0,20060502,985,Y,N,25000,Y,Y,150900,M,B,M,2,60,B,RR,H,6,1400,1206,2,Good,36,200605,971,4,1,0,603.6,Development
10572656692,FL,Accept,1,20060320,955,Y,N,14000,Y,,0,W,Q,M,1,999,M,RR,H,800,1000,812,2,Good,32,200603,917,1,0,0,-9999998,Development
10493733550,FL,Accept,,20060928,900,Y,Y,25000,Y,Y,5272,M,B,S,0,48,P,OT,T,3,6,1,2,NTU,29,200609,850,2,3,0,21.09,Development
10485843001,FL,Decline,,20060403,920,N,N,14000,Y,N,3000,M,B,M,2,0,B,RR,H,100,800,111,2,Rejects,25,200604,902,4,1,0,21.43,Development
10821450769,FL,Accept,1,20061016,915,Y,N,13000,Y,Y,2953,W,B,M,0,24,M,RR,T,1704,6,908,2,Good,23,200610,919,1,1,0,22.72,Development
10034530929,FL,Accept,1,20060804,940,Y,N,8000,Y,N,7500,W,S,S,0,48,M,RR,O,2100,500,301,2,Good,21,200608,924,1,3,0,93.75,Development
10623417158,VL,Accept,1,20060325,925,N,N,24000,Y,N,5600,X,X,M,3,999,M,RR,H,3400,1700,1203,2,Good,34,200603,941,1,3,0,23.33,Development
10238977689,VL,Accept,1,20060221,945,Y,Y,17500,Y,Y,5000,X,X,S,0,999,M,RR,O,1710,900,607,2,Good,30,200602,941,1,0,0,28.57,Development
10900212226,FL,Accept,1,20060528,955,Y,N,5004,Y,Y,4700,F,B,M,2,12,B,RR,H,1900,700,303,2,Good,40,200605,972,1,0,8,93.92,Development
10581440722,FL,Decline,,20070104,695,N,N,8100,Y,Y,3000,F,Q,S,0,0,M,RR,O,2000,200,112,2,Rejects,20,200701,709,3,0,0,37.04,Development
10386111404,FL,Accept,1,20060403,960,Y,N,10000,Y,N,6000,W,X,M,2,48,M,RR,H,2200,2000,1205,2,Good,51,200604,946,1,15,0,60,Development
10756054255,VL,Accept,1,20060325,940,N,N,13700,Y,Y,2500,M,B,M,0,999,B,RR,H,708,506,710,2,Good,31,200603,973,1,1,0,18.25,Development
10004215281,FL,Accept,2,20060312,950,Y,N,13650,Y,,0,M,B,M,3,999,B,RR,H,110,402,708,2,Indeterminate,46,200603,941,1,9,0,-9999998,Development
10423404006,FL,Accept,1,20060214,920,N,N,8400,Y,N,4000,M,B,S,0,36,B,RR,O,2000,205,609,2,Good,22,200602,973,1,3,0,47.62,Development
10803381008,FL,Accept,0,20060305,985,Y,N,10000,Y,N,10000,W,Q,M,0,60,B,OT,H,2500,2000,2610,2,Good,53,200603,1008,1,0,0,100,Development
10743994528,FL,Accept,0,20070117,975,Y,N,6000,Y,N,4000,M,Q,M,2,48,B,RR,H,202,500,605,2,Good,33,200701,968,1,1,0,66.67,Development
10655920856,FL,Accept,1,20070123,590,N,N,0,Y,N,6100,,,M,8,30,P,RR,T,1100,0,102,2,Good,34,200701,784,1,0,3,-9999997,Development
10478209591,VL,Accept,,20070122,975,Y,N,30000,Y,Y,3500,M,B,M,2,999,B,RR,H,300,600,606,2,NTU,38,200701,988,2,2,0,11.67,Development
10435616845,VL,Decline,,20060610,905,Y,N,21500,Y,N,2000,M,B,D,1,999,B,OT,H,202,1000,0,2,Rejects,43,200606,834,2,0,0,9.3,Development
10564926576,FL,Accept,0,20061111,985,Y,N,40000,Y,N,7500,M,B,M,1,999,B,RR,H,902,4003,1306,2,Good,50,200611,1056,1,1,0,18.75,Development
10965031993,FL,Accept,,20060801,895,N,N,5500,Y,Y,2500,M,B,S,0,0,M,OT,O,2100,300,404,2,NTU,21,200608,915,1,0,0,45.45,Development
10850211196,VL,Accept,0,20061101,980,Y,Y,22500,Y,N,5900,M,B,S,0,999,P,RR,O,2901,209,806,2,Good,29,200611,999,1,0,0,26.22,Development
10523638257,VL,Decline,,20060508,880,N,N,7800,Y,Y,3000,W,Q,M,0,999,M,RR,H,206,300,207,2,Rejects,23,200605,846,1,5,0,38.46,Development
10568447037,VL,Accept,0,20061010,985,Y,N,16000,Y,Y,2000,M,B,M,1,999,B,RR,H,202,1200,1202,2,Good,32,200610,975,4,0,0,12.5,Development
10288111686,VL,Accept,1,20070126,890,N,N,0,Y,N,1500,,,W,0,999,P,RR,T,1200,0,403,2,Good,60,200701,913,1,0,0,-9999997,Development
10860204047,FL,Accept,0,20061229,1000,Y,N,22000,Y,N,3000,M,B,M,0,24,M,RR,H,2400,3500,1201,2,Good,58,200612,1027,1,2,0,13.64,Development
10762424022,FL,Accept,,20061128,950,Y,N,14000,Y,N,11000,W,Q,M,3,0,M,RR,O,3800,2100,1207,2,NTU,38,200611,915,1,1,0,78.57,Development
10863617133,FL,Decline,,20060419,975,Y,N,9000,Y,Y,9200,W,B,M,2,12,M,RR,H,100,500,808,2,Rejects,37,200604,824,4,3,0,102.22,Development
10612559713,FL,Accept,0,20060312,1030,Y,N,7500,Y,Y,4700,W,B,M,1,12,M,AD,H,500,1000,402,2,Good,40,200603,917,1,3,0,62.67,Development
10605396499,FL,Accept,,20060915,975,Y,N,15000,Y,Y,5000,M,B,M,2,999,B,RR,H,300,500,410,2,NTU,38,200609,990,1,3,0,33.33,Development
10567129612,FL,Accept,1,20060901,925,N,N,5500,Y,N,700,W,B,S,0,12,O,RR,O,1100,4,807,2,Good,21,200609,936,1,0,0,12.73,Development
10685127340,FL,Accept,,20060927,930,N,N,7000,Y,N,1800,M,Q,M,0,12,M,RR,H,100,206,2,2,NTU,38,200609,836,1,1,0,25.71,Development
10558255262,FL,Accept,1,20060224,930,Y,N,16500,Y,Y,32300,W,B,S,0,36,M,RR,T,204,402,608,2,Good,38,200602,921,1,1,0,195.76,Development
10146492350,FL,Accept,4,20060811,790,N,N,8000,Y,Y,1670,F,B,S,0,24,M,RR,O,1300,100,702,2.5,Bad,19,200608,903,4,1,5,20.88,Development
10934213846,FL,Accept,0,20070102,965,Y,Y,10953,Y,N,5000,M,B,S,0,999,B,RR,H,201,209,509,2,Good,25,200701,1009,1,1,0,45.65,Development
10669579010,FL,Accept,4,20061125,885,Y,N,10000,Y,N,2000,M,B,M,1,24,M,RR,H,8,1,406,2.5,Bad,27,200611,1001,2,7,1,20,Development
10071156044,FL,Accept,0,20060928,1005,Y,Y,60000,Y,N,9000,F,B,M,2,999,P,RR,H,800,800,411,2,Good,34,200609,1014,1,0,0,15,Development
10010630870,VL,Accept,2,20060625,880,N,N,13000,Y,Y,3500,M,B,M,0,999,M,RR,H,509,108,108,2,Indeterminate,34,200606,859,1,0,0,26.92,Development
10788918340,FL,Decline,,20060804,725,Y,N,10500,Y,Y,2226,W,B,S,0,24,M,AD,O,202,100,105,2,Rejects,18,200608,740,3,0,0,21.2,Development
10506855755,FL,Accept,0,20060421,985,Y,N,15500,Y,Y,87700,M,B,M,2,48,B,RR,H,909,1802,1111,2,Good,49,200604,1032,1,5,0,565.81,Development
10761712571,FL,Accept,0,20060909,985,Y,N,28000,Y,N,1000,M,B,M,2,999,B,RR,H,700,1500,1206,2,Good,35,200609,998,1,1,0,3.57,Development
10530859145,FL,Accept,1,20060203,910,Y,N,12960,Y,Y,43500,M,Q,M,0,36,B,RR,T,400,900,701,2,Good,50,200602,851,1,1,0,335.65,Development
10011269073,FL,Accept,0,20070104,1020,Y,N,26000,Y,N,2000,M,Q,S,0,12,B,RR,H,300,6,1210,2,Good,31,200701,968,1,0,0,7.69,Development
10702470669,VL,Accept,6,20060222,950,Y,N,15000,Y,N,1000,W,B,M,2,999,M,OT,H,702,500,804,2.5,Bad,33,200602,917,1,3,0,6.67,Development
10415265021,VL,Accept,2,20061108,960,Y,N,13000,Y,Y,2500,M,B,M,2,999,M,RR,H,800,1800,1202,2,Indeterminate,34,200611,883,2,3,0,19.23,Development
10399316990,FL,Accept,0,20060726,1005,Y,N,7680,Y,N,1000,M,B,S,0,12,B,RR,O,2010,108,109,2,Good,20,200607,914,1,1,0,13.02,Development
10101390740,FL,Accept,,20060402,985,Y,N,15600,Y,,0,M,B,M,2,999,B,RR,H,1500,1100,1208,2,NTU,48,200604,970,1,11,0,-9999998,Development
10073776805,FL,Accept,1,20060619,940,Y,Y,15000,Y,Y,174100,M,Q,M,1,60,M,RR,H,1401,400,808,2,Good,42,200606,946,1,4,0,1160.67,Development
10695809595,VL,Accept,,20060807,920,Y,N,13000,Y,N,1300,M,B,S,0,999,B,AD,T,106,300,401,2,NTU,26,200608,890,2,4,0,10,Development
